Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,Addiction Score
1161,6,38,1,0,84,1,34,7,7,22,74.25
1162,4,34,0,1,47,0,41,7,1,29,31.647
1163,4,36,2,1,77,0,31,6,7,24,69.95999999999998
1164,3,33,1,0,77,1,17,7,3,34,54.483000000000004
1165,9,28,0,1,55,2,17,4,6,29,64.71299999999998
1166,3,31,0,2,43,0,45,8,2,17,33.462
1167,3,32,2,1,52,2,53,9,3,27,44.616
1168,5,23,0,0,53,1,48,6,0,22,30.359999999999996
1169,3,26,2,1,49,0,21,8,0,26,33.858
1170,7,39,1,2,69,2,44,6,6,41,70.12500000000001
1171,3,35,3,2,53,3,19,7,5,26,66.759
1172,3,38,2,1,67,2,31,3,3,39,59.433
1173,3,33,1,1,49,1,43,1,0,21,39.336
1174,3,37,1,0,60,0,17,5,3,30,47.058
1175,2,33,1,1,52,1,37,5,4,24,46.068
1176,6,30,3,1,80,2,27,8,5,32,73.623
1177,3,34,1,2,84,1,34,9,7,34,69.43199999999999
1178,3,28,4,3,61,0,36,7,3,27,56.759999999999984
1179,4,23,2,1,70,0,18,9,6,33,56.69400000000001
1180,5,36,2,3,65,1,42,9,6,28,67.55099999999999
1181,4,20,1,2,46,1,47,10,0,18,30.986999999999995
1182,7,29,1,0,51,0,43,4,4,23,46.06799999999999
1183,4,25,1,1,46,0,47,4,4,28,38.081999999999994
1184,4,40,2,1,56,1,20,6,6,24,63.756
1185,3,37,4,3,60,2,19,4,4,31,72.237
1186,1,18,1,1,39,1,26,7,1,19,26.267999999999997
1187,3,30,3,1,69,1,25,2,7,22,71.478
1188,4,37,1,0,64,2,26,5,3,35,53.98800000000001
1189,1,29,2,0,54,1,33,6,4,20,44.285999999999994
1190,4,35,2,2,58,1,15,3,3,27,60.752999999999986
1191,3,15,0,1,49,1,26,10,3,25,31.844999999999995
1192,1,30,2,0,68,1,35,5,3,30,47.35499999999998
1193,2,38,3,3,65,1,40,7,6,29,67.51799999999999
1194,4,26,1,2,44,2,48,5,0,29,36.135
1195,4,25,0,1,48,1,43,5,5,22,43.09799999999999
1196,2,25,1,2,43,2,38,7,0,27,32.702999999999996
1197,4,22,1,0,63,1,26,9,6,27,50.225999999999985
1198,5,37,3,1,76,0,35,5,3,21,65.637
1199,3,35,3,2,80,2,28,5,7,33,79.992
1200,4,24,1,1,48,0,45,6,1,26,31.184999999999995
1201,3,26,0,0,54,0,49,5,0,25,25.674000000000003
1202,5,38,2,1,64,0,43,1,3,31,56.49599999999999
1203,2,29,1,0,55,1,37,11,3,27,35.904
1204,4,28,0,1,46,0,40,5,2,23,33.75900000000001
1205,2,20,0,0,57,0,21,4,5,28,39.07199999999999
1206,6,34,4,3,68,0,35,5,3,31,68.30999999999999
1207,5,36,4,1,76,3,38,6,8,34,84.15
1208,5,39,1,0,43,3,25,9,6,24,56.06699999999999
1209,2,22,1,1,59,1,52,7,2,35,33.858000000000004
1210,5,33,2,1,80,1,26,3,4,43,66.26399999999998
1211,3,29,1,1,44,1,27,9,2,29,35.277
1212,6,36,3,2,82,2,17,7,5,28,83.39099999999999
1213,4,28,2,0,50,1,34,8,5,33,44.649
1214,5,39,2,1,69,1,17,2,6,22,75.009
1215,6,29,5,2,68,2,40,6,8,28,82.53299999999999
1216,5,33,1,0,59,1,41,8,3,26,46.100999999999985
1217,3,26,0,0,38,0,28,4,2,23,26.961
1218,5,39,2,3,81,1,36,6,8,26,84.81
1219,4,49,2,2,74,2,29,6,4,32,74.51400000000001
1220,4,22,2,0,44,0,42,9,0,30,23.298000000000002
1221,3,42,1,0,49,0,39,2,4,25,45.57299999999999
1222,4,36,3,1,61,2,33,6,7,28,69.366
1223,4,40,2,1,57,2,37,0,3,28,60.521999999999984
1224,7,41,2,3,70,2,40,9,5,36,74.613
1225,2,24,2,2,47,1,41,6,1,16,38.93999999999999
1226,2,37,3,2,70,1,26,9,5,34,64.119
1227,3,24,1,1,63,2,42,11,1,40,36.86099999999999
1228,2,26,2,0,60,1,43,7,4,24,44.385
1229,2,29,0,1,45,0,37,8,3,30,29.601
1230,1,24,1,0,38,1,53,9,5,21,28.38
1231,6,42,3,2,56,1,22,3,5,34,70.55399999999999
1232,2,36,3,1,58,1,42,6,7,23,61.280999999999985
1233,5,47,2,4,69,1,15,8,8,42,83.72099999999998
1234,3,25,0,0,48,0,43,5,4,35,30.194999999999993
1235,6,36,2,1,52,1,21,9,8,30,64.44899999999998
1236,0,34,2,2,59,1,30,4,6,26,58.24499999999998
1237,5,46,4,2,62,1,27,5,6,27,78.01199999999999
1238,3,34,0,1,49,2,53,4,6,27,48.93899999999999
1239,3,24,0,0,55,1,39,7,4,30,36.696
1240,5,47,3,2,67,0,25,10,8,34,75.339
1241,8,35,5,2,76,2,37,9,6,36,84.41399999999999
1242,2,21,1,2,40,0,23,8,1,32,26.531999999999996
1243,6,39,4,0,69,2,30,6,8,29,80.157
1244,6,37,3,2,64,1,20,4,8,32,79.43099999999997
1245,2,29,0,0,55,0,34,6,2,27,31.779
1246,1,23,1,0,32,0,25,7,2,37,17.325
1247,2,33,3,0,77,0,27,6,5,35,58.541999999999994
1248,7,41,3,0,78,2,15,5,4,27,78.837
1249,2,28,1,2,54,0,38,5,3,21,43.13099999999999
1250,2,24,0,0,49,1,25,5,3,23,35.013
1251,3,30,3,2,60,0,15,7,9,34,67.22100000000002
1252,4,23,1,2,52,0,47,8,5,23,43.989000000000004
1253,7,38,1,2,70,2,33,3,8,25,82.302
1254,9,36,2,2,77,2,20,3,6,26,88.14299999999999
1255,3,10,1,0,57,1,49,7,4,16,35.90399999999998
1256,5,18,1,1,44,1,27,10,4,30,37.587
1257,5,36,1,2,69,0,30,3,2,38,55.34099999999999
1258,7,32,3,2,72,3,31,3,5,29,81.44399999999999
1259,5,35,1,1,72,2,34,6,7,31,69.89399999999998
1260,4,21,2,1,66,0,49,10,6,32,48.312000000000005
1261,3,32,0,0,44,2,47,7,1,23,31.02
1262,0,35,2,1,66,0,32,5,4,26,50.589000000000006
1263,7,22,0,0,47,2,44,2,1,13,40.92
1264,4,19,0,1,40,0,35,6,5,20,34.716
1265,4,33,0,0,49,0,20,5,0,27,32.175
1266,3,37,1,1,75,2,33,7,5,40,61.743
1267,5,15,1,1,37,0,31,6,5,17,37.157999999999994
1268,3,28,2,4,58,2,18,7,7,28,70.884
1269,4,29,0,0,41,2,23,6,0,28,31.052999999999987
1270,5,38,3,1,64,2,33,5,7,21,75.636
1271,3,25,5,2,76,1,23,3,7,24,80.256
1272,5,31,0,1,35,0,21,6,0,25,28.644
1273,3,29,2,0,43,1,35,4,4,27,41.51399999999999
1274,3,24,1,0,47,1,42,4,2,25,33.395999999999994
1275,10,42,1,2,70,0,36,4,5,20,76.098
1276,4,26,1,0,53,1,34,6,6,13,50.88599999999999
1277,2,31,0,2,68,1,18,5,3,17,55.902
1278,7,31,2,0,75,2,18,2,6,31,75.60300000000001
1279,3,27,2,0,63,0,34,5,4,23,48.015
1280,7,39,2,2,65,0,31,7,4,30,64.25099999999999
1281,6,36,0,0,57,0,34,10,7,27,51.28199999999998
1282,4,22,1,0,56,0,43,5,5,25,41.778
1283,1,26,1,2,54,2,28,8,2,27,42.53699999999999
1284,6,38,1,0,73,2,36,10,3,31,58.14599999999999
1285,2,25,1,0,46,0,49,8,0,22,20.988
1286,0,20,2,2,56,1,30,5,1,23,39.237
1287,2,26,0,1,33,0,45,3,6,20,33.593999999999994
1288,2,30,1,1,53,0,33,10,5,19,43.131
1289,4,27,1,1,88,2,33,5,4,34,65.93400000000001
1290,3,21,1,0,52,1,26,3,4,20,43.65899999999999
1291,3,36,1,3,56,0,25,4,5,38,55.670999999999985
1292,2,34,1,0,48,2,46,7,6,21,47.024999999999984
1293,1,17,1,1,43,1,22,4,6,29,39.69899999999999
1294,2,27,1,0,50,1,45,3,3,34,34.913999999999994
1295,5,40,2,1,82,1,26,5,3,38,67.78199999999998
1296,6,29,0,1,47,0,32,6,6,15,49.73099999999999
1297,2,13,0,0,55,2,41,4,0,18,28.478999999999996
1298,4,24,0,2,60,0,25,4,5,23,52.00799999999999
1299,5,32,1,1,59,1,20,9,5,31,54.911999999999985
1300,3,21,1,2,45,1,41,7,2,33,33.395999999999994
1301,4,41,4,0,55,2,35,5,3,22,60.687
1302,3,28,0,0,48,0,44,8,4,30,30.491999999999997
1303,5,25,1,0,50,1,47,8,4,26,39.534
1304,3,25,2,1,57,1,49,8,3,18,44.516999999999996
1305,4,36,2,1,55,1,34,6,8,38,60.621
1306,2,22,0,1,58,1,52,7,3,20,36.498
1307,5,30,1,0,54,2,30,6,4,23,51.44700000000001
1308,6,47,1,0,63,3,16,3,5,18,75.56999999999998
1309,4,36,1,0,69,1,40,6,5,23,57.48599999999999
1310,4,25,2,1,48,0,52,11,3,19,36.035999999999994
1311,5,29,0,1,51,0,47,3,1,24,35.937
1312,3,27,1,0,48,1,37,8,2,22,34.056
1313,5,31,3,3,63,1,23,4,3,37,64.48199999999999
1314,4,27,1,2,46,2,39,7,6,27,52.04099999999998
1315,5,26,0,1,48,0,38,8,3,30,34.583999999999996
1316,2,41,0,2,60,2,34,5,6,30,60.489000000000004
1317,4,27,0,0,46,1,39,8,4,27,35.21099999999999
1318,4,46,2,0,67,0,29,4,5,31,61.74299999999999
1319,5,33,1,0,59,4,41,8,6,34,60.09299999999999
1320,2,25,2,1,36,1,21,6,4,34,37.02599999999999
1321,2,19,0,0,48,0,33,7,0,26,19.139999999999997
1322,5,22,0,0,51,0,25,8,1,37,27.290999999999997
1323,5,32,2,0,71,2,36,5,5,25,64.878
1324,4,40,2,2,88,3,45,7,3,34,74.48100000000001
1325,5,39,1,3,78,1,20,1,7,29,83.62199999999999
1326,7,47,5,1,54,1,39,7,9,28,80.85
1327,3,31,2,1,65,3,45,4,8,39,66.99
1328,4,22,0,0,47,1,39,9,0,32,22.505999999999993
1329,4,35,1,1,51,1,27,5,5,30,52.304999999999986
1330,4,22,2,1,38,0,49,9,6,23,37.620000000000005
1331,4,34,2,0,54,0,34,9,5,23,47.88299999999999
1332,2,42,2,2,71,2,29,6,4,34,66.26400000000001
1333,2,27,2,0,56,1,26,7,1,36,35.93699999999999
1334,2,28,3,1,57,0,42,3,4,23,49.43400000000001
1335,2,24,1,0,49,1,33,6,4,28,36.827999999999996
1336,6,32,3,0,72,1,35,6,7,28,70.12499999999999
1337,5,42,3,0,79,1,32,1,5,32,74.481
1338,0,21,2,1,39,0,54,8,2,26,20.987999999999996
1339,4,23,0,1,47,0,51,6,4,28,33.099000000000004
1340,2,29,3,0,70,3,33,6,3,30,57.81600000000001
1341,1,38,3,3,53,1,39,5,3,29,54.48299999999999
1342,3,25,0,1,54,1,23,8,0,27,33.032999999999994
1343,3,30,0,1,49,1,32,3,6,21,49.763999999999996
1344,6,25,0,1,43,0,47,9,3,35,30.030000000000005
1345,0,48,1,2,70,2,23,8,5,27,66.0
1346,5,45,2,0,66,0,18,2,6,27,68.83800000000001
1347,5,23,0,1,41,1,35,7,4,24,37.653
1348,3,24,1,1,56,1,35,4,0,23,37.818
1349,4,26,1,0,56,0,38,3,0,30,32.934
1350,8,39,1,2,64,2,17,6,4,26,72.60000000000001
1351,5,22,0,1,46,0,39,7,5,25,38.147999999999996
1352,4,47,4,0,64,0,16,9,4,39,60.65399999999998
1353,2,46,2,3,73,1,31,4,5,37,71.57699999999998
1354,2,24,0,0,47,1,31,9,6,31,35.474999999999994
1355,1,23,0,1,61,1,45,4,1,32,32.504999999999995
1356,3,28,0,0,40,2,26,7,0,29,27.093
1357,7,33,5,1,67,1,21,3,6,38,77.64899999999997
1358,3,19,0,1,53,2,22,5,0,30,34.386
1359,3,37,3,2,66,4,40,5,8,34,79.95900000000002
1360,1,28,1,1,35,1,28,7,1,23,27.323999999999998
1361,7,29,2,0,69,3,40,4,7,24,73.72199999999998
1362,2,20,0,0,50,0,24,9,0,28,20.261999999999993
1363,4,40,0,1,73,1,38,2,7,40,65.17499999999998
1364,6,26,0,0,49,0,38,7,1,22,31.647
1365,3,19,1,1,44,0,30,8,2,19,30.491999999999997
1366,8,37,1,1,83,0,41,3,4,33,68.64
1367,4,32,1,1,49,0,24,7,7,28,51.315
1368,4,41,2,0,63,3,21,4,4,27,66.46199999999999
1369,3,29,2,1,70,1,25,6,8,38,64.878
1370,6,37,2,3,75,2,31,7,4,14,79.29899999999999
1371,4,20,0,0,41,1,36,6,0,20,23.924999999999994
1372,3,32,4,0,59,0,17,4,7,29,62.46899999999999
1373,7,45,2,0,63,0,33,1,3,21,63.294
1374,6,36,3,1,80,0,22,7,7,23,78.44099999999999
1375,5,23,1,1,49,1,52,4,3,24,41.117999999999995
1376,4,28,1,0,57,2,16,7,5,23,54.383999999999986
1377,6,37,1,1,76,1,15,4,8,31,78.17699999999999
1378,3,26,1,1,45,0,34,6,0,28,27.950999999999993
1379,4,22,2,0,50,0,54,8,7,22,42.96600000000001
1380,5,26,4,1,73,1,21,3,9,27,81.14699999999998
1381,7,34,1,3,91,2,43,4,9,24,94.182
1382,1,27,0,0,53,2,42,7,2,20,33.858
1383,3,29,0,1,42,1,38,6,6,21,42.89999999999999
1384,7,38,2,4,54,0,24,6,3,34,62.89800000000002
1385,6,43,4,3,79,3,18,3,7,30,100.12199999999999
1386,4,19,0,2,55,3,39,8,0,31,37.949999999999996
1387,6,27,3,0,78,0,18,9,3,22,60.95099999999999
1388,2,16,0,0,40,0,23,7,5,26,27.092999999999996
1389,5,27,0,0,49,2,24,9,5,22,46.596000000000004
1390,1,23,1,0,40,0,33,7,3,23,25.50899999999999
1391,3,36,4,0,67,0,27,5,3,38,54.516
1392,4,29,0,2,87,1,35,7,8,33,71.478
1393,4,23,0,1,60,1,36,5,0,17,38.94
1394,4,26,2,1,51,0,42,7,2,26,38.313
1395,4,42,0,3,60,2,37,7,4,29,60.983999999999995
1396,5,31,0,1,67,2,37,5,6,21,63.227999999999994
1397,0,29,0,0,40,0,25,7,5,19,30.656999999999996
1398,7,33,3,2,69,3,32,7,6,37,78.045
1399,8,37,3,2,76,2,41,5,3,28,76.89000000000001
1400,2,34,0,0,56,1,31,4,0,28,34.352999999999994
1401,6,39,2,0,54,0,38,6,6,27,56.033999999999985
1402,2,29,0,1,38,0,22,9,6,20,37.190999999999995
1403,2,26,0,2,54,1,52,6,6,21,46.56299999999999
1404,5,38,3,2,74,0,31,4,4,35,68.44200000000001
1405,1,32,1,2,77,1,27,6,7,35,64.71299999999998
1406,2,21,2,2,51,0,32,8,4,25,41.678999999999995
1407,7,30,3,0,51,2,20,9,5,22,60.753
1408,5,32,1,1,54,0,23,5,0,21,42.372
1409,1,36,0,1,48,0,40,11,4,24,33.66
1410,8,34,5,0,84,3,36,4,9,23,98.37299999999999
1411,7,36,2,2,68,0,16,1,3,23,70.191
1412,4,40,3,3,68,2,16,5,4,28,77.02199999999999
1413,5,25,0,1,46,0,39,10,2,25,30.525000000000006
1414,4,17,1,0,51,1,46,4,1,32,29.435999999999993
1415,4,28,1,0,52,1,33,7,1,24,36.663
1416,2,28,1,0,56,2,36,7,3,26,41.97599999999999
1417,2,38,2,2,88,3,24,7,5,16,82.56599999999999
1418,2,24,2,1,43,0,34,9,4,26,34.815
1419,2,24,0,1,49,0,41,9,0,16,24.419999999999998
1420,6,33,0,1,43,1,38,10,4,18,43.494
1421,4,31,1,2,59,1,15,7,7,29,63.02999999999999
1422,2,46,2,1,64,1,21,9,4,33,58.14599999999999
1423,5,18,0,2,44,2,20,5,1,25,39.56699999999999
1424,1,29,0,0,47,0,41,7,3,29,26.201999999999995
1425,2,43,2,3,87,4,19,6,5,31,88.17599999999999
1426,3,22,2,2,47,1,21,9,1,30,37.818
1427,6,47,1,1,67,2,36,8,4,24,67.25399999999999
1428,4,43,2,1,69,1,42,5,4,40,60.19199999999998
1429,6,32,0,0,48,1,38,5,0,22,35.705999999999996
1430,3,34,0,2,73,0,44,4,3,30,51.710999999999984
1431,2,25,1,1,48,1,39,7,3,18,38.08199999999999
1432,5,32,1,1,44,0,53,7,5,26,41.54699999999999
1433,5,39,1,1,80,0,17,3,4,27,68.40899999999999
1434,6,34,4,3,75,0,19,5,7,29,84.11699999999999
1435,4,22,1,2,42,0,39,5,4,24,39.369
1436,0,24,2,0,49,2,45,6,3,34,33.462
1437,6,28,0,1,64,0,39,2,8,38,58.509
1438,5,33,2,2,69,5,44,4,6,41,77.12099999999998
1439,1,29,0,2,64,2,43,5,8,38,56.95799999999999
1440,4,32,1,2,85,2,29,6,4,39,68.40899999999999
1441,7,46,5,1,73,0,39,4,7,21,85.83299999999998
1442,4,34,2,1,78,0,30,7,4,41,58.24499999999999
1443,5,38,0,3,64,1,15,8,5,37,63.35999999999999
1444,5,42,4,0,59,1,26,8,3,35,58.27799999999998
1445,5,22,0,0,44,0,27,2,4,27,36.696
1446,4,38,4,2,62,1,16,8,5,37,68.145
1447,2,24,0,1,48,0,51,7,3,23,28.90799999999999
1448,5,20,0,1,37,0,41,9,3,20,27.72
1449,5,34,2,0,84,2,35,4,5,29,72.07199999999999
1450,3,20,3,0,57,2,38,1,5,15,56.76
1451,3,27,0,0,44,1,40,4,3,39,29.96399999999999
1452,3,27,1,0,64,1,40,9,4,28,44.05499999999999
1453,7,37,2,0,67,3,31,9,3,27,64.41599999999998
1454,6,32,4,1,65,0,17,4,6,28,71.27999999999997
1455,7,34,2,1,60,0,40,8,7,36,60.06000000000001
1456,9,29,1,3,76,2,17,7,6,37,80.289
1457,3,32,0,2,40,0,35,5,4,27,38.346000000000004
1458,4,31,2,0,66,1,41,7,4,34,50.819999999999986
1459,3,33,2,1,74,1,39,6,8,30,68.112
1460,4,29,2,2,69,3,35,4,4,29,67.45199999999998
1461,0,42,0,2,69,1,43,8,6,27,56.330999999999996
1462,3,27,1,1,53,0,35,5,4,24,42.999
1463,5,32,2,1,70,1,24,6,5,46,60.852000000000004
1464,6,36,1,2,77,1,15,7,8,27,80.157
1465,4,32,3,1,54,0,39,8,2,41,41.382000000000005
1466,4,21,0,1,55,1,32,5,5,21,46.893
1467,6,15,0,0,50,1,51,7,5,19,38.18099999999999
1468,5,34,3,3,63,1,31,7,5,36,67.32
1469,3,23,2,0,54,1,36,5,5,23,46.794
1470,6,31,2,2,71,3,17,4,5,18,80.42099999999999
1471,2,35,1,0,41,3,41,2,5,24,48.080999999999996
1472,6,24,1,0,37,0,44,6,4,19,34.782000000000004
1473,2,44,3,3,71,0,19,4,6,28,75.76799999999999
1474,7,47,1,2,69,1,20,9,6,40,72.79799999999999
1475,2,20,1,1,48,0,35,6,0,31,24.354000000000003
1476,3,22,4,0,42,2,32,6,4,20,47.058
1477,4,27,0,1,50,1,44,12,4,27,36.69599999999999
1478,3,40,1,2,81,0,36,6,5,37,63.888000000000005
1479,5,26,2,0,41,2,42,8,6,21,47.717999999999996
1480,1,18,0,1,58,1,32,8,3,29,33.693
1481,4,25,1,0,40,0,27,8,6,45,33.495
1482,3,22,0,0,56,1,21,5,1,24,35.079
1483,3,31,1,0,72,1,39,5,6,30,56.69399999999998
1484,4,27,3,1,41,1,43,3,4,22,47.421
1485,3,37,3,1,67,0,26,7,5,27,61.281
1486,4,33,2,3,49,1,20,6,6,28,62.30399999999998
1487,2,35,3,2,68,1,36,6,6,35,64.67999999999999
1488,2,15,1,0,54,1,29,5,4,30,36.300000000000004
1489,4,27,2,1,48,0,47,7,4,25,41.282999999999994
1490,4,18,0,0,43,1,32,7,6,20,37.916999999999994
1491,3,32,4,2,78,1,36,5,6,31,74.21699999999998
1492,4,18,0,1,60,1,27,10,7,26,49.071
1493,4,25,1,0,51,0,34,8,4,23,38.247
1494,4,39,5,3,73,3,25,4,5,31,88.10999999999999
1495,4,37,1,2,63,2,44,10,4,24,58.014
1496,2,24,1,1,55,1,47,8,6,36,41.91
1497,4,40,5,3,64,3,33,6,6,40,81.675
1498,2,18,2,1,43,1,39,6,6,33,39.36899999999999
1499,3,26,0,0,44,1,48,4,3,24,31.679999999999996
1500,4,23,1,1,54,0,27,8,4,34,40.458
1501,6,33,1,2,62,1,17,6,3,29,59.76299999999997
1502,2,21,1,0,55,0,22,6,5,35,38.049
1503,3,26,1,0,44,1,36,5,4,34,35.63999999999999
1504,2,19,1,0,51,0,34,7,0,30,22.175999999999995
1505,5,36,2,0,38,1,43,5,4,22,44.517
1506,4,19,1,0,43,0,33,7,5,30,33.231
1507,6,28,4,0,63,3,34,9,3,29,61.24799999999998
1508,6,23,0,0,44,0,23,5,2,27,32.834999999999994
1509,6,28,1,1,63,1,27,10,3,25,51.77699999999999
1510,3,30,3,2,69,3,16,6,5,29,72.996
1511,5,33,5,0,76,0,42,7,6,20,70.91699999999999
1512,6,34,0,2,64,3,25,4,6,33,70.488
1513,3,30,0,1,55,1,29,8,5,21,47.619
1514,4,31,1,0,61,0,22,9,2,24,42.24
1515,5,23,1,0,54,0,30,7,6,15,48.31199999999999
1516,3,31,1,1,55,0,28,3,4,19,49.335
1517,4,38,1,0,57,2,38,8,7,35,56.232000000000006
1518,4,37,2,1,59,1,24,7,9,29,68.40899999999999
1519,4,47,2,1,72,2,34,5,3,26,68.607
1520,6,24,2,0,47,1,32,7,3,15,45.275999999999996
1521,3,34,1,2,65,1,30,8,9,28,67.35299999999998
1522,3,26,1,1,41,0,42,12,5,27,32.472
1523,7,34,3,0,70,1,44,3,8,27,74.67899999999999
1524,7,29,3,2,57,1,25,6,8,29,72.732
1525,6,36,2,1,74,2,31,4,2,29,66.32999999999998
1526,3,37,1,1,71,1,40,5,8,35,65.04299999999999
1527,3,17,0,0,45,1,22,6,3,28,30.360000000000003
1528,3,29,0,0,59,0,45,5,6,24,44.18699999999999
1529,5,25,0,1,48,0,38,8,2,26,32.769
1530,5,30,1,0,42,1,21,11,1,24,33.56099999999999
1531,0,23,1,1,59,0,45,12,1,25,25.871999999999993
1532,2,27,1,2,43,1,33,6,4,23,42.24
1533,9,28,4,1,61,1,44,5,4,20,67.617
1534,3,19,0,1,40,0,40,6,2,17,26.003999999999998
1535,6,32,2,2,67,2,43,8,3,35,60.422999999999995
1536,3,25,1,0,62,1,50,7,3,27,39.79799999999999
1537,5,24,1,0,32,0,42,5,1,32,21.71399999999999
1538,1,29,0,1,51,0,47,5,2,26,29.865000000000002
1539,0,27,0,0,43,1,47,6,5,15,32.208000000000006
1540,7,35,2,0,66,1,24,6,5,34,63.261
1541,0,28,1,1,60,1,23,8,2,15,42.372
1542,2,21,1,1,48,1,49,8,4,22,35.44199999999999
1543,2,24,1,0,55,0,33,8,7,23,43.593
1544,2,24,1,0,59,0,50,6,6,28,40.62299999999999
1545,1,21,0,0,55,1,44,7,1,22,26.201999999999995
1546,5,26,2,1,71,2,41,3,6,27,67.61699999999999
1547,3,25,2,0,50,1,52,7,1,31,30.623999999999995
1548,3,40,2,2,69,0,36,6,5,32,61.743
1549,3,41,2,3,65,4,37,6,7,33,79.26599999999999
1550,5,39,2,4,68,0,42,2,4,38,68.01299999999999
1551,6,37,1,1,77,0,42,3,6,32,67.056
1552,2,31,0,1,59,0,21,4,3,23,44.285999999999994
1553,7,37,2,3,78,0,18,9,3,35,70.158
1554,3,23,0,1,51,2,41,5,4,18,43.989
1555,5,25,2,1,35,1,40,7,5,17,43.923
1556,0,21,2,1,35,0,51,4,0,33,15.906
1557,1,28,0,0,37,1,50,5,0,20,18.777000000000005
1558,2,43,2,0,67,0,28,2,7,22,65.34
1559,4,35,1,1,74,1,40,3,4,34,59.631
1560,4,30,0,1,64,0,34,7,6,36,49.434
1561,0,27,0,0,53,2,37,6,1,23,30.69
1562,3,18,1,0,63,1,53,4,5,32,42.239999999999995
1563,4,35,3,0,77,1,18,6,4,32,65.538
1564,4,38,1,0,43,0,26,6,3,17,41.580000000000005
1565,4,34,1,1,89,1,24,9,6,43,67.84799999999998
1566,8,43,3,1,72,1,18,2,6,27,84.47999999999999
1567,4,31,1,2,47,0,24,4,4,29,47.684999999999995
1568,4,35,1,1,68,1,26,4,3,40,54.614999999999974
1569,6,33,4,2,74,0,21,8,3,27,69.13499999999998
1570,5,28,2,1,70,1,25,6,5,24,64.053
1571,6,36,0,0,51,1,28,7,4,29,46.859999999999985
1572,6,36,2,2,82,2,45,3,8,28,85.701
1573,5,37,0,2,79,3,23,6,4,31,72.402
1574,3,15,2,0,43,0,55,10,4,44,21.351000000000003
1575,5,27,2,0,49,1,40,6,5,23,48.015
1576,4,31,2,3,75,2,23,1,8,37,82.632
1577,7,36,3,1,66,3,40,5,8,34,80.19
1578,2,23,1,1,51,1,48,11,6,30,38.742
1579,1,24,3,1,41,1,43,7,5,28,39.467999999999996
1580,2,25,3,1,51,1,27,6,1,20,42.40499999999999
1581,4,44,4,2,58,1,22,1,6,37,74.67899999999999
1582,3,29,4,2,67,1,32,7,6,32,66.594
1583,8,42,2,2,87,2,23,7,3,25,84.183
1584,6,42,2,1,76,2,25,8,4,25,73.788
1585,8,48,2,2,71,0,38,6,6,36,75.471
1586,2,28,0,1,50,0,31,5,5,30,39.237
1587,4,36,0,1,55,1,26,4,6,23,56.82599999999999
1588,9,28,1,2,57,1,28,6,5,32,62.205
1589,0,39,1,1,63,2,40,9,4,37,47.619
1590,5,32,3,2,59,1,36,7,7,33,66.0
1591,4,15,3,2,54,1,41,5,6,24,54.84599999999999
1592,1,38,1,1,57,1,22,2,4,22,53.955
1593,0,26,4,1,53,0,26,3,1,29,40.26
1594,6,37,1,0,65,2,31,5,7,36,65.96699999999998
1595,2,43,1,1,72,2,36,7,6,32,64.845
1596,3,37,1,2,63,2,44,6,5,37,58.311
1597,3,33,3,1,67,1,31,6,7,32,65.83499999999998
1598,4,25,1,1,48,1,44,9,1,27,32.53799999999998
1599,3,27,1,0,40,1,22,8,6,31,39.73199999999999
1600,7,32,0,1,50,1,36,4,0,30,40.458
1601,2,35,0,2,70,2,34,7,3,27,55.308000000000014
1602,5,38,1,1,77,1,44,5,7,31,69.69599999999997
1603,0,17,1,0,43,2,24,7,4,24,32.274
1604,4,22,0,0,56,0,37,7,4,26,36.267
1605,4,26,3,1,69,1,44,7,4,30,56.199
1606,6,43,2,3,64,4,23,3,5,28,85.40400000000001
1607,6,36,1,1,70,2,31,5,8,33,73.98600000000002
1608,2,38,0,0,67,2,32,6,3,27,50.15999999999998
1609,3,31,2,2,80,3,41,8,3,36,64.54799999999999
1610,5,18,2,0,60,0,40,2,0,15,39.56699999999999
1611,4,27,1,0,47,0,35,7,3,27,34.38599999999999
1612,2,34,3,2,69,3,23,5,5,18,75.10799999999999
1613,0,17,1,1,52,0,23,10,1,23,25.24499999999999
1614,3,22,0,0,51,1,44,5,5,30,36.663000000000004
1615,7,34,2,2,78,0,25,3,8,28,81.87299999999998
1616,7,24,3,2,67,1,44,4,7,22,73.02899999999998
1617,4,31,3,3,70,3,18,4,8,25,87.38399999999999
1618,3,19,2,1,62,0,53,6,1,26,35.639999999999986
1619,2,24,1,0,47,1,37,10,5,26,35.309999999999995
1620,5,35,1,0,84,0,44,5,5,36,60.159
1621,3,33,4,3,65,1,20,5,5,26,72.666
1622,4,35,2,0,76,1,44,5,8,31,68.244
1623,2,19,0,0,63,0,54,7,3,26,30.02999999999999
1624,5,29,3,2,83,0,39,7,6,32,71.049
1625,4,35,1,0,50,0,23,6,2,19,41.481
1626,7,46,2,2,84,1,32,7,9,30,91.014
1627,1,27,2,1,55,0,44,4,4,19,43.65899999999999
1628,7,38,2,2,68,2,15,4,4,24,77.253
1629,5,22,2,0,53,1,37,7,7,23,52.305
1630,4,27,2,2,64,0,20,3,6,25,63.887999999999984
1631,5,25,0,0,51,0,38,6,4,27,36.99299999999999
1632,4,15,0,1,46,1,32,8,6,31,37.884
